År,Kommun,Skola,Organistionsform,StudieVagKod,Studievag,Antagningsgrans,Median,AntalPlatser,AntalAntagna,AntalReserver,AntalLedigaPlatser,Year,Årtal,Unnamed: 12
2024.0,Stockholm,Drottning Blankas Gymnasieskola Stockholm Vasastan,,HVFRS,"Hantverksprogrammet HV - Frisör, barberare och hår- och makeupstylist, Frisör och Barberare ",245.0,267.5,17,17,89,0,2024,,
2024.0,Stockholm,Drottning Blankas Gymnasieskola Stockholm Vasastan,,HVFRS0L,"Hantverksprogrammet HV - Frisör, barberare och hår- och makeupstylist, lärling, Hår och Makeupstylist ",192.5,210.0,18,18,40,0,2024,,
2024.0,Stockholm,Drottning Blankas Gymnasieskola Stockholm Vasastan,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Globalt engagemang ",252.5,260.0,34,34,222,0,2024,,
2024.0,Stockholm,Elektrikergymnasiet i Stockholm,,EEELT,El- och energiprogrammet EE - Elteknik,217.5,235.0,47,47,91,0,2024,,
2024.0,Stockholm,Enskilda Gymnasiet,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,317.5,327.5,68,68,120,0,2024,,
2024.0,Stockholm,Enskilda Gymnasiet,,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,290.0,307.5,68,68,74,0,2024,,
2024.0,Stockholm,ESS-gymnasiet,,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Specialpedagogisk verksamhet ",150.0,197.5,50,50,4,0,2024,,
2024.0,Stockholm,Franska Skolan/Ecole francaise Gymnasium,,EKEKO,Ekonomiprogrammet EK - Ekonomi,207.5,255.0,50,50,3,0,2024,,
2024.0,Stockholm,Franska Skolan/Ecole francaise Gymnasium,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,275.0,290.0,30,30,27,0,2024,,
2024.0,Stockholm,Franska Skolan/Ecole francaise Gymnasium,,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,227.5,252.5,40,40,9,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,EKEKO,Ekonomiprogrammet EK - Ekonomi,0.0,185.0,44,34,0,10,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Bild och Formgivning ",0.0,0.0,3,0,0,3,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Dans ",0.0,260.0,3,1,0,2,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Musik ",0.0,0.0,2,0,0,2,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Skate ",0.0,225.0,2,1,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Basket ",192.5,217.5,10,10,4,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESBIL,Estetiska programmet ES - Bild och formgivning,0.0,444.0,36,32,0,4,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESBIL,"Estetiska programmet ES - Bild och formgivning, Specialpedagogisk verksamhet, profil AST (autismspektrumtillstånd) ",145.0,177.5,12,12,0,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESDAN,Estetiska programmet ES - Dans,0.0,430.0,14,10,0,4,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESEST,"Estetiska programmet ES - Estetik och media, Digitalt skapande ",0.0,530.0,10,6,0,4,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESEST,"Estetiska programmet ES - Estetik och media, Specialpedagogisk verksamhet, profil AST - Digitalt Skapande ",0.0,502.5,4,2,0,2,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESEST,"Estetiska programmet ES - Estetik och media, Specialpedagogisk verksamhet, profil AST - Speldesign ",187.5,215.0,11,11,7,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Gitarr ",0.0,256.0,6,5,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Keyboard/övriga instrument ",0.0,455.5,2,1,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Musikproduktion ",0.0,210.0,13,12,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Singer/Songwriter ",0.0,0.0,1,0,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Specialpedagogisk verksamhet, profil AST (autismspektrumtillstånd) ",0.0,480.0,4,2,0,2,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Sång ",0.0,215.0,5,2,0,3,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Trummor ",0.0,310.0,4,3,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Bas ",485.0,490.5,5,5,1,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESTEA,Estetiska programmet ES - Teater,0.0,385.5,10,6,0,4,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,ESTEA,"Estetiska programmet ES - Teater, Specialpedagogisk verksamhet, profil AST (autismspektrumtillstånd) ",0.0,420.5,4,3,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,FSFOR,"Försäljnings- och serviceprogrammet FS - Försäljnings- och serviceprogrammet, Skate ",0.0,135.0,3,2,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,FSFOR,"Försäljnings- och serviceprogrammet FS - Försäljnings- och serviceprogrammet, Bild och Formgivning ",115.0,115.0,2,2,1,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,FSFOR,Försäljnings- och serviceprogrammet FS - Försäljnings- och serviceprogrammet,140.0,175.0,18,18,15,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,FSFOR,"Försäljnings- och serviceprogrammet FS - Försäljnings- och serviceprogrammet, Musik ",152.5,152.5,2,2,2,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,FSFOR,"Försäljnings- och serviceprogrammet FS - Försäljnings- och serviceprogrammet, Basket ",177.5,210.0,5,5,5,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,FSFOR,"Försäljnings- och serviceprogrammet FS - Försäljnings- och serviceprogrammet, Dans ",197.5,197.5,2,2,1,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,IMVES,"Introduktionsprogram IM - Programinriktat val; mot Estetiska programmet, Musik ",253.5,427.5,8,8,19,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,IMVES,"Introduktionsprogram IM - Programinriktat val; mot Estetiska programmet, Teater ",332.5,401.5,5,5,6,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,IMYFS,Introduktionsprogram IM - Yrkesintroduktion; mot Försäljnings- och serviceprogrammet,97.5,135.0,13,13,26,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Bild och Formgivning ",0.0,162.5,3,2,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Global ",0.0,225.0,3,1,0,2,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Skate ",0.0,0.0,1,0,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Speldesign/Programmering ",0.0,215.0,5,3,0,2,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Basket ",197.5,225.0,6,6,1,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,200.0,220.0,9,9,2,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Musik ",255.0,257.5,4,4,2,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Dans ",257.5,257.5,2,2,1,0,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Basket ",0.0,202.5,11,10,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Dans ",0.0,212.5,4,3,0,1,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Global ",0.0,202.5,8,3,0,5,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Skate ",0.0,220.0,3,1,0,2,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Speldesign ",0.0,155.0,8,4,0,4,2024,,
2024.0,Stockholm,Fryshuset gymnasium,,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,137.5,207.5,30,30,1,0,2024,,
2024.0,Stockholm,Globala gymnasiet,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Globalt entreprenörskap ",237.5,252.5,33,33,50,0,2024,,
2024.0,Stockholm,Globala gymnasiet,,ESEST,"Estetiska programmet ES - Estetik och media, Samhällsprofil ",435.0,493.0,32,31,7,0,2024,,
2024.0,Stockholm,Globala gymnasiet,,NANAS,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, Hållbar utveckling ",0.0,267.5,28,25,0,3,2024,,
2024.0,Stockholm,Globala gymnasiet,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Hållbar utveckling ",260.0,300.0,37,37,15,0,2024,,
2024.0,Stockholm,Globala gymnasiet,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Global ",250.0,277.5,56,56,41,0,2024,,
2024.0,Stockholm,Globala gymnasiet,,SASAM0S,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap  (spetsutbildning), Global ",277.5,287.0,9,8,3,0,2024,,
2024.0,Stockholm,Grillska Gymnasiet Kungsholmen,,EKEKO,Ekonomiprogrammet EK - Ekonomi,220.0,227.5,32,32,69,0,2024,,
2024.0,Stockholm,Grillska Gymnasiet Kungsholmen,,IMVRL,Introduktionsprogram IM - Programinriktat val; mot Restaurang- och livsmedelsprogrammet,167.5,170.0,4,4,9,0,2024,,
2024.0,Stockholm,Grillska Gymnasiet Kungsholmen,,RLBAG,Restaurang- och livsmedelsprogrammet RL - Bageri och konditori,85.0,190.0,30,30,0,0,2024,,
2024.0,Stockholm,Grillska Gymnasiet Kungsholmen,,RLKOK,Restaurang- och livsmedelsprogrammet RL - Kök och servering ,117.5,192.5,32,32,7,0,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,BFFRI,"Barn- och fritidsprogrammet BF - Fritid och hälsa, Idrott ",120.0,180.0,30,30,8,0,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,102.5,155.0,30,30,7,0,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,HVFRS,"Hantverksprogrammet HV - Frisör, barberare och hår- och makeupstylist",140.0,170.0,18,18,18,0,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,IMVBF,"Introduktionsprogram IM - Programinriktat val; mot Barn- och fritidsprogrammet, Idrott ",172.5,185.0,4,4,35,0,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,IMVEE,Introduktionsprogram IM - Programinriktat val; mot El- och energiprogrammet,167.5,170.0,4,4,21,0,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,IMVHV,Introduktionsprogram IM - Programinriktat val; mot Hantverksprogrammet,155.0,162.5,4,4,22,0,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Idrott ",0.0,190.0,32,28,0,4,2024,,
2024.0,Stockholm,Grillska gymnasiet Liljeholmen,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Socialt Engagemang ",0.0,200.0,32,18,0,14,2024,,
2024.0,Stockholm,Internationella Engelska Gymnasiet,,EKJUR,"Ekonomiprogrammet EK - Juridik, Academic and personal development ",230.0,240.0,15,15,25,0,2024,,
2024.0,Stockholm,Internationella Engelska Gymnasiet,,ESBIL,Estetiska programmet ES - Bild och formgivning,0.0,490.0,16,12,0,4,2024,,
2024.0,Stockholm,Internationella Engelska Gymnasiet,,ESTEA,Estetiska programmet ES - Teater,0.0,537.5,16,5,0,11,2024,,
2024.0,Stockholm,Internationella Engelska Gymnasiet,,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Academic and personal development ",0.0,245.0,64,61,0,3,2024,,
2024.0,Stockholm,Internationella Engelska Gymnasiet,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Academic and personal development ",232.5,252.5,15,15,12,0,2024,,
2024.0,Stockholm,Internationella Hotell- och Restaurangskolan,,HT,Hotell- och turismprogrammet HT,235.0,257.5,30,30,43,0,2024,,
2024.0,Stockholm,Internationella Hotell- och Restaurangskolan,,RLBAG,Restaurang- och livsmedelsprogrammet RL - Bageri och konditori,197.5,232.5,26,26,7,0,2024,,
2024.0,Stockholm,Internationella Hotell- och Restaurangskolan,,RLKOK,Restaurang- och livsmedelsprogrammet RL - Kök och servering ,215.0,245.0,52,52,49,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Management ",265.0,270.0,33,32,148,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Företagsekonomi ",267.5,272.5,33,33,246,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,EKJUR,Ekonomiprogrammet EK - Juridik,270.0,280.0,33,33,212,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,FSFOR,Försäljnings- och serviceprogrammet FS - Försäljnings- och serviceprogrammet,222.5,240.0,27,27,87,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,280.0,305.0,33,33,99,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Psykologisk profil ",265.0,275.0,33,33,118,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Juridik och kriminologi ",277.5,290.0,33,33,192,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Gamla stan (fd Södra),,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Statsvetenskap ",247.5,257.5,25,25,92,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Business and Economics ",245.0,255.0,32,32,130,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Företags- och nationalekonomi ",245.0,252.5,32,32,112,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,EKJUR,Ekonomiprogrammet EK - Juridik,245.0,255.0,32,32,113,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,275.0,290.0,32,32,54,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Psykologisk profil ",237.5,245.0,16,16,70,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Kriminologi ",247.5,257.5,32,32,117,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,237.5,242.5,16,16,72,0,2024,,
2024.0,Stockholm,JENSEN gymnasium Norra,,TEINF,Teknikprogrammet TE - Informations- och medieteknik,227.5,250.0,30,30,31,0,2024,,
2024.0,Stockholm,Järva Gymnasium,,EKEKO,Ekonomiprogrammet EK - Ekonomi,0.0,205.0,30,24,0,6,2024,,
2024.0,Stockholm,Järva Gymnasium,,NANAT,Naturvetenskapsprogrammet NA - Natural Science Program,0.0,232.5,30,21,0,9,2024,,
2024.0,Stockholm,Järva Gymnasium,,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,0.0,190.0,30,20,0,10,2024,,
2024.0,Stockholm,Järva Gymnasium,,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,0.0,205.0,30,6,0,24,2024,,
2024.0,Stockholm,Järva Gymnasium,,TEINF,Teknikprogrammet TE - Informations- och medieteknik,0.0,207.5,30,12,0,18,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm  Södra,,EKJUR,Ekonomiprogrammet EK - Juridik,262.5,275.0,66,66,170,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm  Södra,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,270.0,287.5,33,33,37,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm  Södra,,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,245.0,265.0,99,99,128,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm  Södra,,TEINF,Teknikprogrammet TE - Informations- och medieteknik,212.5,257.5,32,32,12,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm  Södra,,TETEK,Teknikprogrammet TE - Teknikvetenskap,240.0,260.0,32,32,24,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Norra,,EKEKO,Ekonomiprogrammet EK - Ekonomi,280.0,287.5,32,32,198,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Norra,,EKJUR,Ekonomiprogrammet EK - Juridik,272.5,285.0,32,32,153,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Norra,,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,280.0,282.5,10,10,30,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Norra,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,290.0,305.0,54,54,104,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Norra,,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,260.0,270.0,32,32,122,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Norra,,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,250.0,262.5,32,32,114,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Östra,,EKEKO,Ekonomiprogrammet EK - Ekonomi,0.0,202.5,68,60,0,8,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Östra,,EKJUR,Ekonomiprogrammet EK - Juridik,0.0,210.0,68,49,0,19,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Östra,,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,0.0,237.5,10,5,0,5,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Östra,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,210.0,240.0,25,25,7,0,2024,,
2024.0,Stockholm,KLARA Teoretiska Gymnasium Stockholm Östra,,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,0.0,200.0,102,69,0,33,2024,,
2024.0,Stockholm,Kristofferskolan Gymnasium,,ESWALVE,"Estetiska programmet ES - Särskild variant inom det estetiska området, Waldorf",0.0,307.5,22,4,0,18,2024,,
2024.0,Stockholm,Kristofferskolan Gymnasium,,NAWALVE,"Naturvetenskapsprogrammet NA - Särskild variant inom det estetiska området, Waldorf",0.0,357.5,22,12,0,10,2024,,
2024.0,Stockholm,Kristofferskolan Gymnasium,,SAWALVE,"Samhällsvetenskapsprogrammet SA - Särskild variant inom det estetiska området, Waldorf",0.0,327.5,22,20,0,2,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESBIL,"Estetiska programmet ES - Bild och formgivning, Konst och design ",202.5,493.0,64,64,2,0,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESDAN,"Estetiska programmet ES - Dans, Dans ",0.0,500.0,16,12,0,4,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESEST,"Estetiska programmet ES - Estetik och media, Film ",0.0,542.5,32,30,0,2,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESEST,"Estetiska programmet ES - Estetik och media, Fotografi ",0.0,512.5,12,8,0,4,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESEST,"Estetiska programmet ES - Estetik och media, Skrivande ",0.0,574.5,16,12,0,3,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Blåsinstrument ",0.0,0.0,1,0,0,1,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Dator som huvudinstrument ",0.0,500.0,2,1,0,1,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Gitarr ",0.0,508.0,6,5,0,1,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Låtskrivare och artist ",0.0,300.0,6,4,0,2,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Musikproduktion ",0.0,547.5,6,4,0,2,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Piano/Keyboard ",0.0,587.5,2,1,0,1,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Trummor ",0.0,403.5,3,2,0,1,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Bas ",177.5,411.5,3,3,0,0,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Musikal ",347.5,567.5,16,16,1,0,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESMUS,"Estetiska programmet ES - Musik, Sång ",455.5,507.0,6,6,1,0,2024,,
2024.0,Stockholm,Kulturama gymnasium,,ESTEA,"Estetiska programmet ES - Teater, Teater ",0.0,552.5,32,24,0,8,2024,,
2024.0,Stockholm,Kulturama gymnasium,,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, särskild variant inom det estetiska området, Animation ",0.0,0.0,8,0,0,8,2024,,
2024.0,Stockholm,Kulturama gymnasium,,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, särskild variant inom det estetiska området, Design ",0.0,299.5,8,2,0,6,2024,,
2024.0,Stockholm,Kulturama gymnasium,,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, särskild variant inom det estetiska området, Storytelling ",0.0,382.5,8,2,0,6,2024,,
2024.0,Stockholm,Kulturama gymnasium Natur,,NANASVE,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, särskild variant inom det estetiska området, Bild ",0.0,363.5,12,8,0,4,2024,,
2024.0,Stockholm,Kulturama gymnasium Natur,,NANASVE,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, särskild variant inom det estetiska området, Dans ",0.0,362.5,6,4,0,2,2024,,
2024.0,Stockholm,Kulturama gymnasium Natur,,NANASVE,"Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle, särskild variant inom det estetiska området, Musik ",308.5,355.0,14,14,0,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,EKEKO,"Ekonomiprogrammet EK - International Business Program, Engelska ",317.5,327.5,32,30,118,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,HUSPR,Humanistiska programmet HU - Språk,280.0,295.0,33,33,39,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,NAMUSVE,"Naturvetenskapsprogrammet NA - Särskild variant inom det estetiska området, musik, Körsång ",571.0,640.0,66,66,20,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,NANAT,"Naturvetenskapsprogrammet NA - Natural Science Program, Engelska ",315.0,327.5,99,97,104,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,335.0,337.5,97,95,257,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,SASAM,"Samhällsvetenskapsprogrammet SA - Social Science Program, Engelska ",292.5,302.5,33,32,39,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,315.0,330.0,65,64,105,0,2024,,
2024.0,Stockholm,Kungsholmens gymnasium/Stockholms musikgymnasium,,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, särskild variant inom det estetiska området, Körsång ",601.0,642.5,33,32,33,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,EKEKO,Ekonomiprogrammet EK - Ekonomi,275.0,285.0,33,31,184,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,EKJUR,Ekonomiprogrammet EK - Juridik,270.0,282.5,33,32,165,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,IMVVO,"Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet, Specialpedagogisk verksamhet, profil Hörselanpassning ",187.5,187.5,1,1,0,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,IMVVO,Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet,225.0,225.0,1,1,12,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,272.5,292.5,66,65,123,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,242.5,257.5,99,97,214,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Juridik ",240.0,255.0,66,64,168,0,2024,,
2024.0,Stockholm,Kungsholmens västra gymnasium,,VOVAR,Vård- och omsorgsprogrammet VO - Vård- och omsorgsprogrammet,197.5,235.0,55,55,30,0,2024,,
2024.0,Stockholm,Kungstensgymnasiet,,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Europa ",300.0,307.5,33,33,126,0,2024,,
2024.0,Stockholm,Kungstensgymnasiet,,EKJUR,"Ekonomiprogrammet EK - Juridik, Europa ",297.5,307.5,33,33,112,0,2024,,
