År,Kommun,Skola,Organistionsform,StudieVagKod,Studievag,Antagningsgrans,Median,AntalPlatser,AntalAntagna,AntalReserver,AntalLedigaPlatser,Year,Årtal,Unnamed: 12
2020.0,Botkyrka,S:t Botvids Gymnasium,K,EK,Ekonomiprogrammet EK,0.0,217.5,30,26,0,4,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,EKEKO,Ekonomiprogrammet EK,0.0,217.5,30,26,0,4,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,EKJUR,Ekonomiprogrammet EK,0.0,217.5,30,26,0,4,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,ESCIRVS,"Estetiska programmet ES - Särskild variant, cirkus (spetsutbildning)",0.0,275.0,20,10,0,10,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,HAHAN,Handels- och administrationsprogrammet HA - Handel och service,0.0,142.5,30,14,0,16,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,IMVHA,Introduktionsprogram IM - Programinriktat val; mot Handels- och administrationsprogrammet,62.5,77.5,5,5,0,0,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,IMVVO,Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet,102.5,102.5,2,2,2,0,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,,Naturvetenskapsprogrammet NA,0.0,210.0,28,11,0,17,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,NANAS,Naturvetenskapsprogrammet NA,0.0,210.0,28,11,0,17,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,NANAT,Naturvetenskapsprogrammet NA,0.0,210.0,28,11,0,17,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,SA,Samhällsvetenskapsprogrammet SA,0.0,195.0,30,28,0,2,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA,0.0,195.0,30,28,0,2,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA,0.0,195.0,30,28,0,2,2020,,
2020.0,Botkyrka,S:t Botvids Gymnasium,K,VOVAR,Vård- och omsorgsprogrammet VO - Vård- och omsorgsprogrammet,0.0,187.5,10,5,0,5,2020,,
2020.0,Botkyrka,Skyttbrinks gymnasium,K,BFFRI,Barn- och fritidsprogrammet BF - Fritid och hälsa,0.0,160.0,18,9,0,9,2020,,
2020.0,Botkyrka,Skyttbrinks gymnasium,K,BFPED,Barn- och fritidsprogrammet BF - Pedagogiskt arbete,0.0,180.0,24,21,0,3,2020,,
2020.0,Botkyrka,Skyttbrinks gymnasium,K,BAHUS,Bygg- och anläggningsprogrammet BA - Husbyggnad,0.0,177.5,18,13,0,5,2020,,
2020.0,Botkyrka,Skyttbrinks gymnasium,K,IMVBF,Introduktionsprogram IM - Programinriktat val; mot Barn- och fritidsprogrammet,165.0,165.0,2,2,2,0,2020,,
2020.0,Botkyrka,Skyttbrinks gymnasium,K,IMVBA,Introduktionsprogram IM - Programinriktat val; mot Bygg- och anläggningsprogrammet,115.0,115.0,2,2,0,0,2020,,
2020.0,Botkyrka,Södertörns Gymnasium,F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,0.0,275.0,24,8,0,16,2020,,
2020.0,Botkyrka,Södertörns Gymnasium,F,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,0.0,227.5,24,2,0,22,2020,,
2020.0,Botkyrka,Södertörns Gymnasium,F,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,0.0,197.5,24,9,0,15,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,EK,Ekonomiprogrammet EK,257.5,287.5,64,64,78,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,EKEKO,Ekonomiprogrammet EK,257.5,287.5,64,64,78,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,EKJUR,Ekonomiprogrammet EK,257.5,287.5,64,64,78,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,IMVVO,Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet,150.0,150.0,2,2,2,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,,Naturvetenskapsprogrammet NA,277.5,307.5,96,96,48,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,NANAS,Naturvetenskapsprogrammet NA,277.5,307.5,96,96,48,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,NANAT,Naturvetenskapsprogrammet NA,277.5,307.5,96,96,48,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,260.0,287.5,32,32,63,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,247.5,257.5,32,32,63,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,TETEK,Teknikprogrammet TE - Teknikvetenskap,267.5,285.0,32,32,47,0,2020,,
2020.0,Botkyrka,Tullinge Gymnasium,K,VOVAR,Vård- och omsorgsprogrammet VO - Vård- och omsorgsprogrammet,150.0,205.0,26,26,5,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,257.5,282.5,30,30,80,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,EKJUR,Ekonomiprogrammet EK - Juridik,265.0,292.5,42,42,72,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,EKFINVS,"Ekonomiprogrammet EK - Särskild variant, finans (spetsutbildning)",280.0,337.5,18,18,9,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,222.5,235.0,16,16,36,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,EEELT,El- och energiprogrammet EE - Elteknik,222.5,242.5,34,34,50,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESBIL0S,Estetiska programmet ES - Bild och formgivning (spetsutbildning),565.0,585.0,23,23,10,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESEST0S,"Estetiska programmet ES - Estetik och media (spetsutbildning), Film, TV Samt ljudproduktion ",482.5,530.0,10,10,1,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESEST0S,"Estetiska programmet ES - Estetik och media (spetsutbildning), Mediedesign/Fotograf ",502.5,527.5,11,11,1,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESMUS,"Estetiska programmet ES - Musik, Bas ",0.0,542.5,2,1,0,1,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESMUS,"Estetiska programmet ES - Musik, Gitarr ",410.0,440.0,3,3,0,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESMUS,"Estetiska programmet ES - Musik, Keyboard/övriga instrument ",517.5,517.5,2,2,0,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESMUS,"Estetiska programmet ES - Musik, Sång ",0.0,517.5,4,2,0,2,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,ESMUS,"Estetiska programmet ES - Musik, Trummor ",0.0,0.0,1,0,0,1,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,FTPER,Fordons- och transportprogrammet FT - Personbil,192.5,207.5,16,16,18,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,HUSPR,Humanistiska programmet HU - Språk,235.0,295.0,12,12,2,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,IMVFT,Introduktionsprogram IM - Programinriktat val; mot Fordons- och transportprogrammet,140.0,140.0,2,2,3,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,IMVRL,Introduktionsprogram IM - Programinriktat val; mot Restaurang- och livsmedelsprogrammet,140.0,140.0,2,2,1,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,300.0,315.0,64,64,79,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,RLKOK,Restaurang- och livsmedelsprogrammet RL - Kök och servering ,172.5,210.0,14,14,3,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,267.5,292.5,32,32,98,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Europeiska studier ",237.5,272.5,12,12,15,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,260.0,277.5,30,30,82,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Specialpedagogisk verksamhet, profil Asperger ",180.0,182.5,4,4,2,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,TEDES,Teknikprogrammet TE - Design och produktutveckling,267.5,272.5,16,16,24,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, Nätverk, Programmering, webbutveckling ",270.0,292.5,20,20,27,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, Specialpedagogisk verksamhet, profil Asperger ",217.5,225.0,4,4,4,0,2020,,
2020.0,Botkyrka,Tumba Gymnasium,K,TESAM,"Teknikprogrammet TE - Samhällsbyggande och miljö, Arkitektur ",280.0,300.0,22,22,26,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Internationell ekonomi ",250.0,275.0,96,96,125,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Kreativ marknadsföring ",252.5,260.0,32,32,121,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,EKJUR,Ekonomiprogrammet EK - Juridik,245.0,257.5,64,64,132,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,235.0,272.5,35,35,35,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,230.0,237.5,15,15,24,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,NABILVE,"Naturvetenskapsprogrammet NA - Särskild variant estetiska området, bild",550.0,597.5,7,7,0,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,NAMUSVE,"Naturvetenskapsprogrammet NA - Särskild variant estetiska området, musik",0.0,615.0,5,4,0,1,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,NATEAVE,"Naturvetenskapsprogrammet NA - Särskild variant, estetiska området, teater",0.0,625.0,2,1,0,1,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,NAMATVS,"Naturvetenskapsprogrammet NA - Särskild variant, matematik (spetsutbildning)",0.0,915.0,24,21,0,3,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,240.0,247.5,32,32,144,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Juridik ",240.0,250.0,32,32,124,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap särskild variant estetiska området, Bild och Formgivning ",537.5,555.0,7,7,4,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap särskild variant estetiska området, Musik ",0.0,522.5,7,6,0,1,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,SASAMVE,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap särskild variant estetiska området, Teater ",0.0,535.0,6,4,0,2,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Internationell profil ",240.0,255.0,12,12,87,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Specialpedagogisk verksamhet, profil AST (autismspektrumtillstånd) ",200.0,210.0,10,10,3,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,TEDES,Teknikprogrammet TE - Design och produktutveckling,250.0,257.5,16,16,49,0,2020,,
2020.0,Danderyd,Danderyds gymnasium,K,TEINF,"Teknikprogrammet TE - Informations- och medieteknik, VR programmering  ",232.5,242.5,16,16,29,0,2020,,
2020.0,Danderyd,Marina Läroverket i Danderyd,F,EKEKO,Ekonomiprogrammet EK - Ekonomi,275.0,290.0,33,33,76,0,2020,,
2020.0,Danderyd,Marina Läroverket i Danderyd,F,MXSER,Marinteknikutbildningen (riksrekryterande) MX - Service och reparation,220.0,245.0,26,26,29,0,2020,,
2020.0,Danderyd,Marina Läroverket i Danderyd,F,NBVAMV,"Naturbruksprogrammet NB - Särskild variant, vattenbruk - marinbiologi, Marinbiolog ",247.5,285.0,66,66,18,0,2020,,
2020.0,Danderyd,Marina Läroverket i Danderyd,F,NBVAMV,"Naturbruksprogrammet NB - Särskild variant, vattenbruk - marinbiologi, Vatten och Miljö ",242.5,257.5,16,16,11,0,2020,,
2020.0,Danderyd,Marina Läroverket i Danderyd,F,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,275.0,292.5,33,33,65,0,2020,,
2020.0,Danderyd,"Viktor Rydberg Gymnasium, Djursholm",F,EKEKO,Ekonomiprogrammet EK - Ekonomi,290.0,305.0,62,62,65,0,2020,,
2020.0,Danderyd,"Viktor Rydberg Gymnasium, Djursholm",F,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,192.5,307.5,89,89,3,0,2020,,
2020.0,Danderyd,"Viktor Rydberg Gymnasium, Djursholm",F,NANAS,Naturvetenskapsprogrammet NA - Naturvetenskap och samhälle,290.0,292.5,4,4,0,0,2020,,
2020.0,Danderyd,"Viktor Rydberg Gymnasium, Djursholm",F,SABET0S,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap (spetsutbildning), Engelska ",272.5,300.0,29,29,23,0,2020,,
2020.0,Haninge,Berga Naturbruksgymnasium,F,NBDJU,"Naturbruksprogrammet NB - Djur, Häst ",0.0,220.0,55,38,0,17,2020,,
2020.0,Haninge,Berga Naturbruksgymnasium,F,NBDJU,"Naturbruksprogrammet NB - Djur, Häst/Naturvetenskap ",0.0,277.5,16,9,0,7,2020,,
2020.0,Haninge,Berga Naturbruksgymnasium,F,NBDJU,"Naturbruksprogrammet NB - Djur, Hästdjursjukvård ",245.0,267.5,10,10,7,0,2020,,
2020.0,Haninge,Berga Naturbruksgymnasium,F,NBLAN,"Naturbruksprogrammet NB - Lantbruk, Jordbruk ",0.0,177.5,8,5,0,3,2020,,
2020.0,Haninge,Berga Naturbruksgymnasium,F,NBLAN,"Naturbruksprogrammet NB - Lantbruk, Jordbruk/Naturvetenskap ",0.0,240.0,8,1,0,7,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BF,Barn- och fritidsprogrammet BF,0.0,177.5,58,47,0,11,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BFFRI,Barn- och fritidsprogrammet BF,0.0,177.5,58,47,0,11,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BFPED,Barn- och fritidsprogrammet BF,0.0,177.5,58,47,0,11,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BAANL,Bygg- och anläggningsprogrammet BA - Anläggningsfordon,0.0,172.5,8,7,0,1,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BAHUS,Bygg- och anläggningsprogrammet BA - Husbyggnad,0.0,185.0,28,25,0,3,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BAHUS0L,"Bygg- och anläggningsprogrammet BA - Husbyggnad, lärling",192.5,205.0,5,5,2,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BAMAL,Bygg- och anläggningsprogrammet BA - Måleri,0.0,170.0,16,8,0,8,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,BAMAL0L,"Bygg- och anläggningsprogrammet BA - Måleri, lärling",0.0,185.0,5,4,0,1,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,EK,Ekonomiprogrammet EK,220.0,257.5,90,90,38,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,EKEKO,Ekonomiprogrammet EK,220.0,257.5,90,90,38,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,EKJUR,Ekonomiprogrammet EK,220.0,257.5,90,90,38,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,177.5,217.5,21,21,12,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,EEELT,El- och energiprogrammet EE - Elteknik,202.5,225.0,42,42,38,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,ESBIL,Estetiska programmet ES - Bild och formgivning,0.0,217.5,12,8,0,4,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,ESEST,"Estetiska programmet ES - Estetik och media, Foto och Grafisk formgivning ",0.0,260.0,12,6,0,6,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,FT,Fordons- och transportprogrammet FT,175.0,202.5,36,36,20,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,FTKAR,Fordons- och transportprogrammet FT,175.0,202.5,36,36,20,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,FTPER,Fordons- och transportprogrammet FT,175.0,202.5,36,36,20,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,FTLAS0L,"Fordons- och transportprogrammet FT - Lastbil och mobila maskiner, lärling",160.0,177.5,10,10,7,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,FTTRA,Fordons- och transportprogrammet FT - Transport,170.0,187.5,22,22,15,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,HA,Handels- och administrationsprogrammet HA,187.5,210.0,25,25,27,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,HAHAN,Handels- och administrationsprogrammet HA,187.5,210.0,25,25,27,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,INSVE,Industritekniska programmet IN - Svetsteknik,142.5,192.5,16,16,3,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMVBF,Introduktionsprogram IM - Programinriktat val; mot Barn- och fritidsprogrammet,180.0,180.0,2,2,6,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMVBA,Introduktionsprogram IM - Programinriktat val; mot Bygg- och anläggningsprogrammet,170.0,170.0,2,2,0,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMVEE,Introduktionsprogram IM - Programinriktat val; mot El- och energiprogrammet,160.0,160.0,2,2,3,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMVFT,Introduktionsprogram IM - Programinriktat val; mot Fordons- och transportprogrammet,75.0,75.0,2,2,1,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMVHA,Introduktionsprogram IM - Programinriktat val; mot Handels- och administrationsprogrammet,180.0,180.0,1,1,2,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMVIN,Introduktionsprogram IM - Programinriktat val; mot Industritekniska programmet ,0.0,82.5,2,1,0,1,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMVVO,Introduktionsprogram IM - Programinriktat val; mot Vård- och omsorgsprogrammet,130.0,130.0,2,2,3,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMYBF,Introduktionsprogram IM - Yrkesintroduktion mot Barn- och fritidsprogrammet,15.0,87.5,16,15,2,1,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMYBA,Introduktionsprogram IM - Yrkesintroduktion mot Bygg- och anläggningsprogrammet,20.0,55.0,16,16,0,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMYFT,Introduktionsprogram IM - Yrkesintroduktion mot Fordons- och transportprogrammet,0.0,75.0,16,16,0,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,IMYVO,Introduktionsprogram IM - Yrkesintroduktion mot Vård- och omsorgsprogrammet,0.0,90.0,16,16,0,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,,Naturvetenskapsprogrammet NA,197.5,275.0,64,64,7,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,NANAS,Naturvetenskapsprogrammet NA,197.5,275.0,64,64,7,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,NANAT,Naturvetenskapsprogrammet NA,197.5,275.0,64,64,7,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,SA,Samhällsvetenskapsprogrammet SA,190.0,230.0,120,120,21,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,SABET,Samhällsvetenskapsprogrammet SA,190.0,230.0,120,120,21,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,SAMED,Samhällsvetenskapsprogrammet SA,190.0,230.0,120,120,21,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,SASAM,Samhällsvetenskapsprogrammet SA,190.0,230.0,120,120,21,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,TE,Teknikprogrammet TE,172.5,235.0,81,81,4,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,TEDES,Teknikprogrammet TE,172.5,235.0,81,81,4,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,TEINF,Teknikprogrammet TE,172.5,235.0,81,81,4,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,TESAM,Teknikprogrammet TE,172.5,235.0,81,81,4,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,TETEK,Teknikprogrammet TE,172.5,235.0,81,81,4,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,VFVVS0L,VVS- och fastighetsprogrammet VF - VVS - lärling,195.0,207.5,14,14,18,0,2020,,
2020.0,Haninge,Fredrika Bremergymnasiet,K,VO,Vård- och omsorgsprogrammet VO,90.0,180.0,25,25,0,0,2020,,
2020.0,Haninge,Riksäpplet,K,IMYRL,Introduktionsprogram IM - Yrkesintroduktion mot Restaurang- och livsmedelsprogrammet,0.0,85.0,20,5,0,15,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,EKEKO,"Ekonomiprogrammet EK - Ekonomi, Företagande ",222.5,240.0,33,33,44,0,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,EKJUR,Ekonomiprogrammet EK - Juridik,242.5,252.5,17,17,42,0,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,NANAT,"Naturvetenskapsprogrammet NA - Naturvetenskap, Medicin ",237.5,267.5,33,33,18,0,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Idrott ",227.5,237.5,17,17,26,0,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,SABET,"Samhällsvetenskapsprogrammet SA - Beteendevetenskap, Psykologisk profil ",227.5,247.5,33,33,77,0,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,SASAM,"Samhällsvetenskapsprogrammet SA - Samhällsvetenskap, Mänskliga rättigheter ",225.0,240.0,16,16,29,0,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,SAui,"Samhällsvetenskapsprogrammet SA - utan inriktning, Specialpedagogisk verksamhet, profil Asperger ",0.0,177.5,10,7,0,3,2020,,
2020.0,Huddinge,Huddingegymnasiet,K,TEINF,Teknikprogrammet TE - Informations- och medieteknik,217.5,235.0,17,17,21,0,2020,,
2020.0,Huddinge,NTI Gymnasiet Södertörn,F,EEDAT,El- och energiprogrammet EE - Dator- och kommunikationsteknik,0.0,190.0,38,34,0,4,2020,,
2020.0,Huddinge,NTI Gymnasiet Södertörn,F,ESEST,Estetiska programmet ES - Estetik och media,0.0,185.0,10,4,0,6,2020,,
2020.0,Huddinge,NTI Gymnasiet Södertörn,F,TEINF,Teknikprogrammet TE - Informations- och medieteknik,0.0,227.5,45,42,0,3,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,EKEKO,Ekonomiprogrammet EK - Ekonomi,207.5,225.0,32,32,30,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,EKJUR,Ekonomiprogrammet EK - Juridik,197.5,222.5,32,32,21,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,EEELT,El- och energiprogrammet EE - Elteknik,182.5,200.0,32,32,16,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,HAHAN,Handels- och administrationsprogrammet HA - Handel och service,195.0,210.0,17,17,19,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,HVFRI,Hantverksprogrammet HV - Frisör,0.0,195.0,16,9,0,7,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,IMVHA,Introduktionsprogram IM - Programinriktat val; mot Handels- och administrationsprogrammet,0.0,0.0,4,0,0,4,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,IMVHVfri,Introduktionsprogram IM - Programinriktat val; mot Hantverksprogrammet; inriktning Frisör,107.5,107.5,1,1,0,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,IMVVF,Introduktionsprogram IM - Programinriktat val; mot VVS- och fastighetsprogrammet,0.0,72.5,2,1,0,1,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,NANAT,Naturvetenskapsprogrammet NA - Naturvetenskap,190.0,245.0,30,30,7,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,SABET,Samhällsvetenskapsprogrammet SA - Beteendevetenskap,212.5,232.5,32,32,38,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,SASAM,Samhällsvetenskapsprogrammet SA - Samhällsvetenskap,202.5,217.5,32,32,22,0,2020,,
2020.0,Huddinge,Sjödalsgymnasiet,K,VFVVS,VVS- och fastighetsprogrammet VF - VVS,0.0,185.0,29,21,0,8,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,BFFRI,Barn- och fritidsprogrammet BF - Fritid och hälsa,0.0,185.0,18,17,0,1,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,BFPED,Barn- och fritidsprogrammet BF - Pedagogiskt arbete,117.5,185.0,18,18,3,0,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,BFSOC,Barn- och fritidsprogrammet BF - Socialt arbete,0.0,182.5,18,9,0,9,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,BAHUS,Bygg- och anläggningsprogrammet BA - Husbyggnad,177.5,197.5,12,12,2,0,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,BAHUS0L,"Bygg- och anläggningsprogrammet BA - Husbyggnad, lärling",0.0,190.0,6,2,0,4,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,BAMAL,Bygg- och anläggningsprogrammet BA - Måleri,0.0,157.5,10,6,0,4,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,BAMAL0L,"Bygg- och anläggningsprogrammet BA - Måleri, lärling",0.0,175.0,8,2,0,6,2020,,
2020.0,Huddinge,Sågbäcksgymnasiet,K,FTPER,Fordons- och transportprogrammet FT - Personbil,0.0,105.0,12,8,0,4,2020,,
